1654735238,0.18
1654742748,0.18
1654746178,0.21
1654747996,0.18
1654749859,0.21
1654750697,0.24
1654751615,0.24
1654752494,0.24
1654752965,0.24
1654753333,0.24
1654753708,0.24
1654754086,0.24
1654754894,0.21
1654756361,0.18
1654757338,0.18
1654757715,0.18
1654758430,0.18
1654759604,0.18
1654759993,0.24
1654760400,0.24
1654761075,0.24
1654761150,0.24
1654761533,0.24
1654762956,0.29
1654764205,0.24
1654765202,0.21
1654766332,0.21
1654767247,0.21
1654767788,0.21
1654768160,0.19
1654768540,0.19
1654769372,0.19
1654770734,0.16
1654771462,0.21
1654771840,0.21
1654772216,0.21
1654772948,0.21
1654773809,0.18
1654774246,0.18
1654774641,0.18
1654775248,0.16
1654775392,0.19
1654775785,0.19
1654777157,0.22
1654779782,0.21
1654782189,0.25
1654782842,0.25
1654783218,0.25
1654784214,0.18
1654784924,0.18
1654785405,0.21
1654785778,0.18
1654786153,0.18
1654786524,0.21
1654787218,0.21
1654788405,0.24
1654789134,0.21
1654789682,0.29
1654790048,0.29
1654790445,0.27
1654792138,0.29
1654793887,0.31
1654795051,0.29
1654796122,0.26
1654796667,0.31
1654797150,0.29
1654797407,0.29
1654798377,0.28
1654799730,0.29
1654800481,0.26
1654800846,0.28
1654801233,0.26
1654802146,0.26
1654802737,0.26
1654803124,0.26
1654803527,0.24
1654803908,0.24
1654804292,0.24
1654804677,0.24
1654805685,0.26
1654806672,0.21
1654807285,0.21
1654807653,0.19
