1653958591,0
1653965777,0
1653968848,0.03
1653970729,0
1653972752,0
1653973903,0
1653975229,0.03
1653975950,0.03
1653976324,0.03
1653976689,0.03
1653977928,0.03
1653979400,0.03
1653980183,0.03
1653981025,0.06
1653982130,0.03
1653982752,0.03
1653983126,0.03
1653983508,0.03
1653983885,0.03
1653985301,0.09
1653986643,0.09
1653987329,0.09
1653988340,0.06
1653989311,0.09
1653990069,0.06
1653990568,0.06
1653990938,0.06
1653991799,0.06
1653993248,0.09
1653994078,0.17
1653994481,0.17
1653995054,0.17
1653996155,0.06
1653996784,0.06
1653997275,0.03
1653997657,0.03
