2023-05-01T01:06:37.000Z,0.07
2023-05-01T02:09:52.000Z,0.07
2023-05-01T02:37:57.000Z,0.03
2023-05-01T02:47:36.000Z,0.03
2023-05-01T02:53:47.000Z,0.03
2023-05-01T02:59:53.000Z,0.1
2023-05-01T03:15:54.000Z,0.1
2023-05-01T03:25:57.000Z,0.1
2023-05-01T03:32:20.000Z,0.07
2023-05-01T03:38:26.000Z,0.07
2023-05-01T03:44:36.000Z,0.07
2023-05-01T03:50:47.000Z,0.07
2023-05-01T03:57:01.000Z,0.07
2023-05-01T04:11:34.000Z,0.13
2023-05-01T04:27:29.000Z,0.13
2023-05-01T04:34:42.000Z,0.13
2023-05-01T04:41:14.000Z,0.13
2023-05-01T04:47:21.000Z,0.07
2023-05-01T04:53:32.000Z,0.1
2023-05-01T04:59:43.000Z,0.1
2023-05-01T05:13:35.000Z,0.13
2023-05-01T05:24:59.000Z,0.2
2023-05-01T05:31:31.000Z,0.13
2023-05-01T05:37:55.000Z,0.13
2023-05-01T05:44:06.000Z,0.13
2023-05-01T05:50:14.000Z,0.13
2023-05-01T05:56:27.000Z,0.13
2023-05-01T06:11:38.000Z,0.1
2023-05-01T06:27:53.000Z,0.1
2023-05-01T06:35:44.000Z,0.07
2023-05-01T06:41:54.000Z,0.1
2023-05-01T06:48:05.000Z,0.1
2023-05-01T06:54:18.000Z,0.13
2023-05-01T07:00:44.000Z,0.13
2023-05-01T07:15:15.000Z,0.2
2023-05-01T07:22:15.000Z,0.2
2023-05-01T07:28:21.000Z,0.2
2023-05-01T07:34:37.000Z,0.17
2023-05-01T07:41:01.000Z,0.23
2023-05-01T07:47:23.000Z,0.23
2023-05-01T07:53:42.000Z,0.23
2023-05-01T08:00:02.000Z,0.23
2023-05-01T08:18:31.000Z,0.23
2023-05-01T08:29:41.000Z,0.27
2023-05-01T08:35:52.000Z,0.2
2023-05-01T08:42:11.000Z,0.13
2023-05-01T08:48:43.000Z,0.13
2023-05-01T08:54:56.000Z,0.13
2023-05-01T09:04:59.000Z,0.13
2023-05-01T09:19:54.000Z,0.13
2023-05-01T09:26:14.000Z,0.13
2023-05-01T09:32:59.000Z,0.13
2023-05-01T09:39:04.000Z,0.07
2023-05-01T09:45:21.000Z,0.07
2023-05-01T09:51:31.000Z,0.07
2023-05-01T09:57:41.000Z,0.07
2023-05-01T10:11:13.000Z,0.1
2023-05-01T10:26:17.000Z,0.13
2023-05-01T10:32:34.000Z,0.13
2023-05-01T10:38:46.000Z,0.13
2023-05-01T10:45:01.000Z,0.23
2023-05-01T10:51:10.000Z,0.23
2023-05-01T10:57:23.000Z,0.2
2023-05-01T11:08:17.000Z,0.2
2023-05-01T11:17:17.000Z,0.27
2023-05-01T11:23:27.000Z,0.27
2023-05-01T11:29:35.000Z,0.27
2023-05-01T11:35:58.000Z,0.27
2023-05-01T11:42:14.000Z,0.27
2023-05-01T11:48:47.000Z,0.3
2023-05-01T11:55:03.000Z,0.33
2023-05-01T12:11:06.000Z,0.3
2023-05-01T12:39:59.000Z,0.27
2023-05-01T12:55:58.000Z,0.1
2023-05-01T13:09:38.000Z,0.17
2023-05-01T13:23:46.000Z,0.1
2023-05-01T13:29:54.000Z,0.13
2023-05-01T13:36:08.000Z,0.13
2023-05-01T13:42:20.000Z,0.13
2023-05-01T13:48:32.000Z,0.13
2023-05-01T13:54:48.000Z,0.13
2023-05-01T14:03:36.000Z,0.1
2023-05-01T14:17:49.000Z,0.13
2023-05-01T14:26:25.000Z,0.07
2023-05-01T14:32:54.000Z,0.1
2023-05-01T14:39:05.000Z,0.1
2023-05-01T14:45:12.000Z,0.1
2023-05-01T14:51:18.000Z,0.1
2023-05-01T14:57:36.000Z,0.07
2023-05-01T15:10:22.000Z,0.07
2023-05-01T15:22:07.000Z,0.13
2023-05-01T15:28:17.000Z,0.13
2023-05-01T15:34:37.000Z,0.13
2023-05-01T15:40:50.000Z,0.13
2023-05-01T15:47:08.000Z,0.13
2023-05-01T15:53:21.000Z,0.13
2023-05-01T15:59:35.000Z,0.1
2023-05-01T16:18:02.000Z,0.07
2023-05-01T16:32:46.000Z,0.1
2023-05-01T16:41:18.000Z,0.07
2023-05-01T16:47:24.000Z,0.1
2023-05-01T16:53:44.000Z,0.17
2023-05-01T16:59:58.000Z,0.13
2023-05-01T17:12:40.000Z,0.17
2023-05-01T17:23:43.000Z,0.17
2023-05-01T17:29:53.000Z,0.2
2023-05-01T17:36:21.000Z,0.23
2023-05-01T17:42:31.000Z,0.23
2023-05-01T17:48:39.000Z,0.27
2023-05-01T17:54:50.000Z,0.27
2023-05-01T18:06:49.000Z,0.43
2023-05-01T18:24:30.000Z,0.5
2023-05-01T18:30:57.000Z,0.43
2023-05-01T18:37:20.000Z,0.37
2023-05-01T18:43:40.000Z,0.43
2023-05-01T18:50:06.000Z,0.43
2023-05-01T18:56:22.000Z,0.4
2023-05-01T19:06:31.000Z,0.3
2023-05-01T19:15:49.000Z,0.23
2023-05-01T19:22:01.000Z,0.27
2023-05-01T19:28:24.000Z,0.27
2023-05-01T19:34:44.000Z,0.3
2023-05-01T19:40:58.000Z,0.3
2023-05-01T19:47:17.000Z,0.3
2023-05-01T19:53:29.000Z,0.3
